operator,inout_travelling,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
RJio,Indoor,4G,2,Call Dropped,-1.0,-1.0,,July,2022
RJio,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,July,2022
RJio,Indoor,4G,3,Call Dropped,-1.0,-1.0,,July,2022
RJio,Indoor,4G,3,Call Dropped,-1.0,-1.0,,July,2022
RJio,Indoor,4G,3,Call Dropped,-1.0,-1.0,,July,2022
RJio,Indoor,4G,3,Call Dropped,-1.0,-1.0,,July,2022
RJio,Indoor,4G,3,Call Dropped,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,23.1139116,72.5578775,Gujarat,July,2022
RJio,Indoor,,3,Satisfactory,30.10470605,78.28776041,Uttarakhand,July,2022
RJio,Indoor,4G,3,Satisfactory,30.10470605,78.28776041,Uttarakhand,July,2022
RJio,Indoor,4G,1,Call Dropped,30.10470605,78.28776041,Uttarakhand,July,2022
VI,Indoor,4G,5,Satisfactory,29.1686491,75.6918631,Haryana,July,2022
VI,Outdoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Travelling,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Travelling,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Travelling,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,2G,5,Satisfactory,29.1686518,75.6918719,Haryana,July,2022
Airtel,Indoor,,5,Satisfactory,13.93636789,75.54986656,Karnataka,July,2022
VI,Travelling,4G,5,Satisfactory,29.1686518,75.6918719,Haryana,July,2022
Airtel,Indoor,4G,5,Satisfactory,13.94371203,75.58351212,Karnataka,July,2022
Airtel,Indoor,2G,5,Satisfactory,13.94371203,75.58351212,Karnataka,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Travelling,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Travelling,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
RJio,Indoor,4G,3,Satisfactory,26.39688667,74.66423667,Rajasthan,July,2022
RJio,Indoor,4G,3,Satisfactory,26.39683833,74.66428833,Rajasthan,July,2022
VI,Travelling,4G,5,Satisfactory,10.52629667,77.94825667,Tamil Nadu,July,2022
RJio,Indoor,4G,5,Satisfactory,15.871075,74.50827333,Karnataka,July,2022
Airtel,Indoor,4G,1,Call Dropped,21.1372713,72.7774274,Gujarat,July,2022
VI,Travelling,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
RJio,Indoor,4G,5,Satisfactory,15.871075,74.50827333,Karnataka,July,2022
RJio,Indoor,4G,4,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Travelling,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
RJio,Indoor,4G,3,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,2G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,23.1140438,72.5574282,Gujarat,July,2022
VI,Travelling,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Travelling,2G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,23.1395312,72.5857322,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.1395312,72.5857322,Gujarat,July,2022
VI,Travelling,4G,5,Satisfactory,23.1395312,72.5857322,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.1395312,72.5857322,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.117987,72.5731753,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.1179682,72.5732046,Gujarat,July,2022
VI,Outdoor,4G,5,Satisfactory,23.124953,72.5587471,Gujarat,July,2022
VI,Outdoor,4G,5,Satisfactory,23.124953,72.5587471,Gujarat,July,2022
VI,Outdoor,4G,5,Satisfactory,23.118298,72.5726612,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.1179721,72.5732036,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.1179779,72.5731938,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.1181364,72.5730095,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.1004125,72.5931249,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.1011743,72.5934945,Gujarat,July,2022
Airtel,Indoor,2G,5,Satisfactory,13.0030447,77.7117678,Karnataka,July,2022
VI,Outdoor,4G,5,Satisfactory,18.4581248,73.7859048,Maharashtra,July,2022
BSNL,Indoor,2G,1,Call Dropped,25.59050333,85.14858667,Bihar,July,2022
VI,Indoor,4G,5,Satisfactory,18.4581475,73.7861879,Maharashtra,July,2022
Airtel,Indoor,4G,5,Satisfactory,13.07028335,77.55604585,Karnataka,July,2022
RJio,Outdoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,29.1686536,75.6918804,Haryana,July,2022
VI,Outdoor,2G,5,Satisfactory,29.168651,75.6918705,Haryana,July,2022
VI,Travelling,2G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Travelling,4G,5,Satisfactory,18.4581413,73.7862079,Maharashtra,July,2022
Airtel,Indoor,4G,5,Satisfactory,13.07384835,77.56123007,Karnataka,July,2022
RJio,Indoor,4G,3,Satisfactory,30.07651267,78.24954656,Uttarakhand,July,2022
RJio,Indoor,4G,1,Call Dropped,30.07651267,78.24954656,Uttarakhand,July,2022
RJio,Indoor,4G,1,Poor Voice Quality,30.07651267,78.24954656,Uttarakhand,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,23.113184,72.556529,Gujarat,July,2022
VI,Indoor,4G,3,Poor Voice Quality,18.62430062,73.79793499,Maharashtra,July,2022
VI,Indoor,4G,5,Satisfactory,23.11391,72.5576213,Gujarat,July,2022
VI,Travelling,4G,5,Satisfactory,23.122785,72.5614425,Gujarat,July,2022
RJio,Outdoor,,5,Satisfactory,-1.0,-1.0,,July,2022
RJio,Outdoor,,5,Satisfactory,-1.0,-1.0,,July,2022
RJio,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Travelling,4G,5,Satisfactory,23.6687843,72.79155263,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.6655707,72.79237225,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.6655707,72.79237225,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.69625191,72.79718753,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.69625191,72.79718753,Gujarat,July,2022
VI,Outdoor,,5,Satisfactory,23.71225675,72.79808912,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,23.71225675,72.79808912,Gujarat,July,2022
VI,Indoor,,5,Satisfactory,23.7120877,72.79894289,Gujarat,July,2022
VI,Indoor,2G,5,Satisfactory,23.7120877,72.79894289,Gujarat,July,2022
VI,Outdoor,4G,5,Satisfactory,23.71209112,72.79795251,Gujarat,July,2022
VI,Indoor,,5,Satisfactory,23.69625191,72.79718753,Gujarat,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,2G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,4G,5,Satisfactory,-1.0,-1.0,,July,2022
VI,Indoor,2G,5,Satisfactory,18.4580717,73.7861704,Maharashtra,July,2022
RJio,Indoor,4G,4,Satisfactory,-1.0,-1.0,,July,2022
VI,Outdoor,,5,Satisfactory,18.71506723,73.63012504,Maharashtra,July,2022
RJio,Indoor,4G,1,Poor Voice Quality,19.22059493,72.84310503,Maharashtra,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.22059493,72.84310503,Maharashtra,July,2023
RJio,Indoor,,3,Satisfactory,30.1155468,78.2817661,Uttarakhand,July,2023
RJio,Indoor,4G,3,Satisfactory,30.1155468,78.2817661,Uttarakhand,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.22059493,72.84310503,Maharashtra,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.22059493,72.84310503,Maharashtra,July,2023
RJio,Indoor,,3,Satisfactory,30.1155512,78.2817616,Uttarakhand,July,2023
RJio,Indoor,,3,Satisfactory,30.11618797,78.28088954,Uttarakhand,July,2023
Airtel,Indoor,2G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.22059493,72.84310503,Maharashtra,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.22059493,72.84310503,Maharashtra,July,2023
RJio,Indoor,4G,3,Satisfactory,30.11618797,78.28088954,Uttarakhand,July,2023
RJio,Indoor,4G,3,Satisfactory,30.11618797,78.28088954,Uttarakhand,July,2023
VI,Indoor,4G,1,Poor Voice Quality,21.12320695,79.06784078,Maharashtra,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.22059493,72.84310503,Maharashtra,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.22059493,72.84310503,Maharashtra,July,2023
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
BSNL,Travelling,3G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,4G,5,Satisfactory,-1.0,-1.0,,July,2023
RJio,Indoor,4G,3,Satisfactory,30.1048115,78.2876534,Uttarakhand,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2206332,72.8428488,Maharashtra,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2206332,72.8428488,Maharashtra,July,2023
RJio,Outdoor,4G,3,Satisfactory,30.104814,78.2876541,Uttarakhand,July,2023
RJio,Outdoor,,3,Satisfactory,30.1185551,78.2787585,Uttarakhand,July,2023
RJio,Indoor,,3,Satisfactory,30.1155435,78.2817748,Uttarakhand,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2205195,72.8429265,Maharashtra,July,2023
RJio,Indoor,4G,4,Satisfactory,26.8901794,75.8084991,Rajasthan,July,2023
RJio,Indoor,4G,4,Satisfactory,26.9080697,75.799047,Rajasthan,July,2023
RJio,Outdoor,4G,4,Satisfactory,26.9079039,75.7991259,Rajasthan,July,2023
VI,Indoor,4G,2,Poor Voice Quality,21.18841844,79.0913295,Maharashtra,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.2205202,72.8429282,Maharashtra,July,2023
RJio,Indoor,4G,1,Call Dropped,19.2211175,72.8458401,Maharashtra,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.2211175,72.8458401,Maharashtra,July,2023
VI,Indoor,4G,1,Poor Voice Quality,20.38020754,72.90792528,Gujarat,July,2023
RJio,Outdoor,4G,5,Satisfactory,12.9566138,77.4896705,Karnataka,July,2023
RJio,Travelling,4G,5,Satisfactory,12.97410715,77.50909798,Karnataka,July,2023
RJio,Travelling,4G,5,Satisfactory,13.0523913,77.55392413,Karnataka,July,2023
RJio,Outdoor,4G,4,Satisfactory,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,13.06378431,80.13901578,Tamil Nadu,July,2023
Airtel,Outdoor,,1,Call Dropped,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Call Dropped,-1.0,-1.0,,July,2023
RJio,Travelling,4G,2,Poor Voice Quality,19.2189625,72.8443474,Maharashtra,July,2023
RJio,Indoor,4G,3,Satisfactory,19.220513,72.8427584,Maharashtra,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.220518,72.842762,Maharashtra,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.2204978,72.8427443,Maharashtra,July,2023
Airtel,Indoor,2G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2216599,72.8425011,Maharashtra,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2205011,72.8427545,Maharashtra,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.2209058,72.8421319,Maharashtra,July,2023
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Call Dropped,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,12.95673806,77.48958096,Karnataka,July,2023
Airtel,Indoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,3,Satisfactory,30.11410147,78.29241645,Uttarakhand,July,2023
Airtel,Indoor,,1,Poor Voice Quality,13.06378431,80.13901578,Tamil Nadu,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.2205182,72.842926,Maharashtra,July,2023
RJio,Indoor,,3,Satisfactory,30.1155357,78.2817713,Uttarakhand,July,2023
Airtel,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
BSNL,Indoor,,1,Poor Voice Quality,23.22503773,77.42384168,Madhya Pradesh,July,2023
Airtel,Indoor,,1,Call Dropped,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,,1,Call Dropped,-1.0,-1.0,,July,2023
Airtel,Indoor,4G,1,Call Dropped,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2205163,72.8427586,Maharashtra,July,2023
VI,Indoor,4G,1,Poor Voice Quality,20.37863828,72.90826115,Gujarat,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,2,Call Dropped,-1.0,-1.0,,July,2023
RJio,Indoor,4G,3,Satisfactory,30.11410147,78.29241645,Uttarakhand,July,2023
RJio,Indoor,4G,3,Satisfactory,30.11410147,78.29241645,Uttarakhand,July,2023
RJio,Indoor,4G,3,Satisfactory,30.11410147,78.29241645,Uttarakhand,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2205195,72.8429282,Maharashtra,July,2023
RJio,Outdoor,4G,2,Call Dropped,19.2205195,72.8429282,Maharashtra,July,2023
RJio,Indoor,4G,4,Satisfactory,26.8901855,75.8085178,Rajasthan,July,2023
BSNL,Indoor,,1,Poor Voice Quality,23.22503773,77.42384168,Madhya Pradesh,July,2023
RJio,Indoor,4G,4,Satisfactory,26.8901855,75.8085178,Rajasthan,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2205168,72.8427651,Maharashtra,July,2023
RJio,Outdoor,4G,5,Satisfactory,22.5520628,88.8213483,West Bengal,July,2023
RJio,Outdoor,4G,2,Call Dropped,22.5520628,88.8213483,West Bengal,July,2023
RJio,Outdoor,4G,1,Poor Voice Quality,22.5550357,88.8204478,West Bengal,July,2023
RJio,Travelling,4G,5,Satisfactory,12.95668821,77.50329047,Karnataka,July,2023
RJio,Travelling,4G,5,Satisfactory,12.95668821,77.50329047,Karnataka,July,2023
RJio,Travelling,4G,5,Satisfactory,12.97410715,77.50909798,Karnataka,July,2023
RJio,Travelling,4G,5,Satisfactory,12.98771355,77.51790659,Karnataka,July,2023
RJio,Indoor,4G,5,Satisfactory,12.9566371,77.4897294,Karnataka,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.22973934,72.85364905,Maharashtra,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,30.11410147,78.29241645,Uttarakhand,July,2023
RJio,Indoor,4G,3,Poor Voice Quality,26.8901902,75.8085088,Rajasthan,July,2023
Airtel,Indoor,2G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,4G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.22973934,72.85364905,Maharashtra,July,2023
VI,Outdoor,3G,4,Satisfactory,-1.0,-1.0,,July,2023
VI,Indoor,3G,5,Satisfactory,-1.0,-1.0,,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.22973934,72.85364905,Maharashtra,July,2023
Airtel,Indoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,,1,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.22973934,72.85364905,Maharashtra,July,2023
RJio,Indoor,4G,3,Satisfactory,30.1147339,78.2837406,Uttarakhand,July,2023
RJio,Indoor,4G,3,Satisfactory,30.1147339,78.2837406,Uttarakhand,July,2023
Airtel,Indoor,2G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
VI,Travelling,4G,2,Poor Voice Quality,22.78712534,73.61697699,Gujarat,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.22973934,72.85364905,Maharashtra,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.22973934,72.85364905,Maharashtra,July,2023
RJio,Indoor,,3,Satisfactory,30.1154699,78.282003,Uttarakhand,July,2023
RJio,Indoor,4G,3,Satisfactory,30.1154699,78.282003,Uttarakhand,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,4G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,,3,Satisfactory,30.1047942,78.2876456,Uttarakhand,July,2023
RJio,Indoor,4G,3,Satisfactory,30.1048183,78.2876537,Uttarakhand,July,2023
RJio,Indoor,4G,4,Satisfactory,26.910425,75.8123537,Rajasthan,July,2023
RJio,Outdoor,4G,4,Satisfactory,26.910418,75.8123657,Rajasthan,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.22310523,72.84173139,Maharashtra,July,2023
RJio,Outdoor,4G,3,Poor Voice Quality,12.8490269,77.6000873,Karnataka,July,2023
Airtel,Indoor,4G,5,Satisfactory,13.027705,77.60611167,Karnataka,July,2023
RJio,Indoor,4G,3,Satisfactory,30.1047312,78.2912134,Uttarakhand,July,2023
Airtel,Indoor,4G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,5,Satisfactory,12.94962929,77.48958446,Karnataka,July,2023
RJio,Travelling,4G,5,Satisfactory,12.95144697,77.49493511,Karnataka,July,2023
RJio,Indoor,4G,1,Call Dropped,12.9565308,77.4896344,Karnataka,July,2023
RJio,Indoor,4G,5,Satisfactory,12.95654969,77.4896087,Karnataka,July,2023
RJio,Indoor,4G,5,Satisfactory,12.95671916,77.4897283,Karnataka,July,2023
BSNL,Travelling,3G,1,Call Dropped,-1.0,-1.0,,July,2023
BSNL,Travelling,3G,4,Satisfactory,-1.0,-1.0,,July,2023
BSNL,Travelling,3G,1,Call Dropped,-1.0,-1.0,,July,2023
BSNL,Travelling,3G,4,Satisfactory,-1.0,-1.0,,July,2023
BSNL,Travelling,3G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
BSNL,Travelling,3G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,5,Satisfactory,12.97453603,77.50930686,Karnataka,July,2023
Airtel,Indoor,2G,5,Satisfactory,13.027705,77.60611167,Karnataka,July,2023
Airtel,Travelling,4G,4,Satisfactory,-1.0,-1.0,,July,2023
Airtel,Travelling,2G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Travelling,4G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Travelling,2G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,4G,4,Satisfactory,-1.0,-1.0,,July,2023
Airtel,Outdoor,2G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.2194685,72.8421319,Maharashtra,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2193218,72.8443474,Maharashtra,July,2023
Airtel,Outdoor,4G,4,Satisfactory,-1.0,-1.0,,July,2023
Airtel,Outdoor,4G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,4,Satisfactory,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,4,Satisfactory,-1.0,-1.0,,July,2023
Airtel,Outdoor,4G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Outdoor,4G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
Airtel,Indoor,2G,4,Satisfactory,-1.0,-1.0,,July,2023
Airtel,Outdoor,4G,2,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2201113,72.845086,Maharashtra,July,2023
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Call Dropped,19.2201113,72.845086,Maharashtra,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.220521,72.8427648,Maharashtra,July,2023
Airtel,Outdoor,4G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,1,Poor Voice Quality,19.2204997,72.8427566,Maharashtra,July,2023
Airtel,Outdoor,4G,4,Satisfactory,13.02415667,77.59182667,Karnataka,July,2023
Airtel,Indoor,4G,4,Satisfactory,13.02375,77.59250333,Karnataka,July,2023
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,July,2023
BSNL,Outdoor,3G,1,Call Dropped,-1.0,-1.0,,July,2023
BSNL,Outdoor,3G,3,Poor Voice Quality,-1.0,-1.0,,July,2023
BSNL,Indoor,3G,1,Poor Voice Quality,-1.0,-1.0,,July,2023
RJio,Indoor,4G,3,Satisfactory,30.39674795,78.07694479,Uttarakhand,July,2023
VI,Indoor,,1,Poor Voice Quality,21.19737587,79.08675788,Maharashtra,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.219752,72.845086,Maharashtra,July,2023
RJio,Indoor,4G,3,Satisfactory,30.1048134,78.2876583,Uttarakhand,July,2023
RJio,Indoor,4G,2,Poor Voice Quality,19.220615,72.8428925,Maharashtra,July,2023
